CA(EØ) [°];CA(EL) [°];CA(ER) [°];CA(C) [°];CA(PØ) [°];CA(PL) [°];CA(PR) [°];CA(TØ) [°];CA(TL) [°];CA(TR) [°];Volumen [µl];Ø [mm];Área de la base [mm²];Superficie de la gota [mm²];SL Tilt [°];IFT [mN/m];Fase de la gota;Fase ambiente;Sustrato;?(d) [g/cm³];?(a) [g/cm³];?? [g/cm³];X [mm];Y [mm];Inclinación [°];T(a) [°C];T(d) [°C];T(s) [°C];Presión [bar];Humedad [% HR];Tamaño de referencia [mm];Referencia [px/mm]
21,25;20,56;21,93;20,91;20,08;19,06;21,11;21,16;20,71;21,61;2,08;3,690;10,694;11,938;0,25;436,03;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,19;20,52;21,86;20,90;20,07;19,24;20,90;21,15;20,71;21,59;2,04;3,690;10,694;11,925;0,25;250,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,21;20,49;21,93;20,89;19,99;19,34;20,64;21,13;20,66;21,59;2,04;3,690;10,694;11,925;0,25;177,63;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,23;20,53;21,92;20,90;19,95;19,14;20,76;21,13;20,66;21,59;2,04;3,690;10,694;11,922;0,25;215,25;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,23;20,56;21,91;20,89;20,02;19,35;20,70;21,14;20,70;21,59;2,08;3,690;10,694;11,949;0,25;1260,01;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,21;20,52;21,89;20,88;20,02;18,90;21,13;21,14;20,70;21,59;2,04;3,690;10,694;11,926;0,25;201,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,23;20,52;21,95;20,89;20,08;19,13;21,02;21,15;20,67;21,62;2,08;3,690;10,694;11,944;0,25;652,45;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,22;20,52;21,91;20,88;20,08;19,21;20,94;21,20;20,73;21,68;2,04;3,690;10,694;11,924;0,25;164,90;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,16;20,50;21,83;20,88;20,08;19,26;20,90;21,14;20,68;21,60;2,04;3,690;10,694;11,921;0,25;199,95;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,22;20,54;21,89;20,88;20,04;19,27;20,81;21,19;20,72;21,67;2,07;3,690;10,694;11,937;0,25;897,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,12;20,39;21,85;20,88;19,90;18,80;21,00;21,09;20,63;21,56;2,04;3,690;10,694;11,929;0,25;222,37;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,11;20,39;21,82;20,88;20,04;19,31;20,77;21,08;20,57;21,58;2,04;3,690;10,694;11,918;0,25;122,36;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,21;20,49;21,93;20,88;20,29;19,62;20,95;21,20;20,75;21,65;2,07;3,690;10,694;11,935;0,25;3043,28;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,25;20,55;21,94;20,87;20,06;19,37;20,75;21,16;20,72;21,61;2,04;3,690;10,694;11,927;0,25;187,07;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,24;20,51;21,96;20,88;20,18;19,43;20,94;21,17;20,73;21,61;2,04;3,690;10,694;11,921;0,25;149,79;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,18;20,49;21,86;20,88;19,98;19,04;20,93;21,10;20,70;21,51;2,07;3,690;10,694;11,943;0,25;816,80;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,21;20,51;21,90;20,87;20,04;19,62;20,47;21,17;20,71;21,63;2,04;3,690;10,694;11,920;0,25;220,32;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,12;20,44;21,80;20,87;19,99;18,67;21,30;21,08;20,63;21,53;2,04;3,690;10,694;11,924;0,25;155,27;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,14;20,47;21,81;20,86;19,96;19,29;20,63;21,12;20,71;21,53;2,03;3,690;10,694;11,920;0,25;100,65;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,13;20,39;21,88;20,87;20,05;19,36;20,74;21,11;20,63;21,60;2,04;3,690;10,694;11,931;0,25;119,65;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,16;20,45;21,86;20,85;20,00;19,31;20,68;21,11;20,63;21,58;2,04;3,690;10,694;11,926;0,25;152,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,07;20,38;21,76;20,85;19,89;19,14;20,64;21,07;20,61;21,53;2,04;3,690;10,694;11,919;0,25;112,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,14;20,41;21,86;20,85;20,10;19,36;20,84;21,12;20,65;21,59;2,04;3,690;10,694;11,926;0,25;160,09;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,40;21,79;20,86;19,97;19,26;20,67;21,09;20,60;21,58;2,03;3,690;10,694;11,916;0,25;152,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,13;20,41;21,84;20,85;19,96;19,12;20,79;21,08;20,62;21,54;2,04;3,690;10,694;11,926;0,25;209,29;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,16;20,47;21,86;20,84;20,09;19,36;20,81;21,14;20,67;21,62;2,04;3,690;10,694;11,927;0,25;181,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,15;20,45;21,84;20,85;20,23;19,41;21,05;21,11;20,65;21,57;2,03;3,690;10,694;11,917;0,25;147,24;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,18;20,44;21,92;20,84;19,87;19,31;20,42;21,13;20,62;21,63;2,05;3,690;10,694;11,937;0,25;137,84;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,09;20,42;21,77;20,84;19,98;19,28;20,68;21,08;20,63;21,54;2,04;3,690;10,694;11,930;0,25;125,49;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,42;21,74;20,85;20,11;19,57;20,66;21,13;20,64;21,61;2,07;3,690;10,694;11,940;0,25;599,33;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,12;20,43;21,81;20,85;19,88;19,28;20,49;21,09;20,65;21,53;2,04;3,690;10,694;11,927;0,25;149,84;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,06;20,37;21,74;20,83;20,18;19,49;20,87;21,08;20,59;21,57;2,04;3,690;10,694;11,933;0,25;191,98;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,14;20,44;21,84;20,84;20,31;19,34;21,27;21,14;20,63;21,65;2,03;3,690;10,694;11,920;0,25;143,85;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,13;20,46;21,80;20,84;19,88;19,47;20,28;21,08;20,68;21,48;2,07;3,690;10,694;11,941;0,25;362,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,40;21,76;20,83;19,99;18,94;21,03;21,08;20,59;21,56;2,01;3,690;10,694;11,917;0,25;59,10;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,36;21,79;20,83;20,04;19,44;20,64;21,07;20,61;21,54;2,04;3,690;10,694;11,926;0,25;112,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,40;21,81;20,83;20,01;19,48;20,54;21,09;20,61;21,56;2,03;3,690;10,694;11,922;0,25;174,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,41;21,79;20,82;20,02;19,30;20,73;21,11;20,66;21,57;2,03;3,690;10,694;11,926;0,25;106,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,41;21,74;20,82;20,05;19,33;20,77;21,09;20,65;21,54;2,04;3,690;10,694;11,923;0,25;86,62;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,06;20,34;21,78;20,82;20,13;19,13;21,13;21,04;20,55;21,54;2,04;3,690;10,694;11,933;0,25;130,20;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,14;20,45;21,83;20,82;19,98;19,40;20,57;21,09;20,64;21,53;2,04;3,690;10,694;11,933;0,25;218,09;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,05;20,35;21,76;20,81;20,03;19,20;20,86;21,05;20,51;21,59;2,03;3,690;10,694;11,918;0,25;153,47;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,12;20,44;21,80;20,81;20,07;18,94;21,21;21,09;20,60;21,58;2,04;3,690;10,694;11,929;0,25;112,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,40;21,69;20,82;20,08;19,29;20,86;21,06;20,61;21,52;2,03;3,685;10,665;11,893;0,25;148,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,32;21,71;20,81;19,85;19,08;20,61;21,02;20,48;21,55;2,03;3,690;10,694;11,917;0,25;111,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,07;20,38;21,75;20,81;20,14;19,45;20,82;21,08;20,58;21,59;2,03;3,690;10,694;11,922;0,25;203,51;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,03;20,36;21,71;20,80;20,28;19,85;20,70;21,06;20,56;21,56;2,03;3,690;10,694;11,914;0,25;174,83;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,03;20,32;21,73;20,81;19,97;18,90;21,05;21,04;20,52;21,55;2,03;3,690;10,694;11,920;0,25;126,77;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,07;20,39;21,76;20,81;20,20;19,57;20,82;21,07;20,56;21,59;2,03;3,690;10,694;11,923;0,25;109,79;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,02;20,33;21,72;20,80;20,01;19,47;20,55;21,04;20,55;21,52;2,03;3,690;10,694;11,931;0,25;154,36;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,38;21,78;20,80;20,14;19,31;20,96;21,07;20,56;21,57;2,03;3,690;10,694;11,922;0,25;274,78;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,40;21,77;20,80;20,13;19,27;20,99;21,08;20,58;21,58;2,03;3,690;10,694;11,929;0,25;163,53;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,06;20,32;21,79;20,79;20,08;19,60;20,56;21,03;20,55;21,51;2,03;3,690;10,694;11,929;0,25;158,56;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,05;20,35;21,75;20,79;20,06;19,17;20,94;21,02;20,53;21,52;2,07;3,690;10,694;11,943;0,25;692,11;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,05;20,38;21,72;20,79;20,07;19,46;20,69;21,04;20,54;21,55;2,04;3,690;10,694;11,930;0,25;104,76;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,05;20,36;21,73;20,77;20,00;19,02;20,98;21,04;20,54;21,55;2,04;3,690;10,694;11,943;0,25;252,46;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,05;20,36;21,73;20,80;20,15;19,60;20,70;21,07;20,57;21,57;2,03;3,690;10,694;11,918;0,25;98,49;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,30;21,72;20,78;20,09;19,01;21,17;21,00;20,50;21,49;2,04;3,690;10,694;11,940;0,25;136,59;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,99;20,28;21,70;20,76;19,87;18,50;21,23;20,98;20,46;21,51;2,03;3,690;10,694;11,936;0,25;153,72;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,03;20,35;21,71;20,78;20,18;19,60;20,76;21,05;20,56;21,53;2,03;3,690;10,694;11,930;0,25;201,65;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,29;21,73;20,78;19,89;19,19;20,59;21,01;20,53;21,50;2,03;3,690;10,694;11,931;0,25;713,59;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,99;20,29;21,70;20,77;19,66;18,95;20,36;20,98;20,49;21,48;2,04;3,690;10,694;11,937;0,25;86,82;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,99;20,26;21,71;20,77;20,07;19,19;20,94;20,98;20,51;21,45;2,01;3,690;10,694;11,917;0,25;72,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,05;20,37;21,73;20,77;20,01;19,24;20,78;21,03;20,56;21,49;2,03;3,690;10,694;11,937;0,25;133,24;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,03;20,31;21,74;20,78;19,84;18,86;20,81;20,97;20,50;21,44;2,03;3,690;10,694;11,928;0,25;175,00;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,33;21,75;20,77;20,42;19,85;20,98;21,06;20,57;21,56;2,03;3,690;10,694;11,929;0,25;378,91;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,39;21,69;20,77;20,20;19,88;20,51;21,06;20,58;21,54;2,03;3,685;10,665;11,899;0,25;200,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,96;20,26;21,66;20,77;19,98;19,73;20,23;20,99;20,53;21,45;2,03;3,690;10,694;11,932;0,25;147,61;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,09;20,40;21,78;20,76;20,12;19,63;20,60;21,05;20,57;21,53;2,03;3,690;10,694;11,934;0,25;176,30;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,98;20,27;21,70;20,76;20,12;19,36;20,87;20,99;20,48;21,50;2,03;3,690;10,694;11,928;0,25;130,46;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,03;20,32;21,74;20,75;19,94;19,35;20,52;20,99;20,48;21,49;2,03;3,690;10,694;11,939;0,25;114,94;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,07;20,37;21,76;20,76;19,92;19,51;20,33;21,01;20,54;21,49;2,03;3,690;10,694;11,933;0,25;187,95;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,99;20,27;21,70;20,75;20,10;19,44;20,75;21,01;20,47;21,54;2,04;3,690;10,694;11,944;0,25;143,67;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,37;21,83;20,75;20,05;19,36;20,74;21,08;20,60;21,56;2,03;3,685;10,665;11,900;0,25;269,34;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,37;21,78;20,75;20,06;19,27;20,85;21,02;20,51;21,54;2,07;3,690;10,694;11,966;0,25;276,17;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,32;21,75;20,75;20,00;19,12;20,88;21,01;20,49;21,53;2,04;3,690;10,694;11,950;0,25;202,05;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,97;20,27;21,68;20,74;20,13;19,06;21,20;20,98;20,46;21,50;2,04;3,695;10,723;11,964;0,25;102,41;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,30;21,73;20,75;19,99;19,21;20,77;21,00;20,47;21,53;2,07;3,690;10,694;11,957;0,25;893,70;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,38;21,82;20,73;20,15;19,90;20,40;21,04;20,51;21,56;2,03;3,690;10,694;11,939;0,25;117,42;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,33;21,69;20,74;19,89;19,30;20,48;20,97;20,48;21,45;2,04;3,690;10,694;11,953;0,25;773,92;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,02;20,35;21,69;20,74;19,90;19,65;20,15;20,96;20,54;21,39;2,07;3,690;10,694;11,955;0,25;5147,24;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,33;21,75;20,72;20,16;19,46;20,87;21,02;20,51;21,54;2,04;3,690;10,694;11,951;0,25;1195,98;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,99;20,31;21,67;20,74;20,09;19,44;20,74;21,00;20,55;21,46;2,07;3,695;10,723;11,981;0,25;440,86;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,03;20,34;21,71;20,73;20,08;19,53;20,63;21,00;20,55;21,46;2,03;3,690;10,694;11,946;0,25;145,14;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,34;21,75;20,73;19,97;19,68;20,26;20,99;20,50;21,47;2,03;3,690;10,694;11,945;0,25;148,86;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,35;21,80;20,71;19,71;18,60;20,81;21,02;20,50;21,54;2,03;3,690;10,694;11,944;0,25;239,75;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,99;20,27;21,71;20,71;19,90;19,20;20,61;20,96;20,44;21,48;2,04;3,690;10,694;11,949;0,25;230,39;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,02;20,32;21,73;20,72;19,86;19,45;20,27;20,98;20,53;21,43;2,03;3,690;10,694;11,943;0,25;533,20;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,42;21,77;20,71;20,06;19,76;20,36;21,00;20,54;21,46;2,03;3,695;10,723;11,960;0,25;222,58;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,32;21,70;20,71;19,93;19,05;20,81;21,00;20,51;21,48;2,03;3,690;10,694;11,933;0,25;253,56;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
20,97;20,28;21,66;20,72;20,09;19,48;20,70;20,98;20,50;21,46;2,03;3,695;10,723;11,958;0,25;101,56;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,38;21,81;20,71;19,73;19,11;20,35;20,99;20,47;21,51;2,04;3,690;10,694;11,954;0,25;696,18;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,33;21,70;20,71;20,12;19,36;20,87;20,98;20,51;21,46;2,04;3,695;10,723;11,972;0,25;138,61;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,35;21,73;20,70;19,78;19,21;20,35;20,96;20,48;21,44;2,05;3,690;10,694;12,007;0,25;229,87;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,29;21,72;20,69;19,87;18,83;20,91;20,96;20,44;21,47;2,04;3,695;10,723;11,981;0,25;1538,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,14;20,45;21,83;20,69;19,86;19,25;20,46;20,98;20,54;21,42;2,09;3,690;10,694;12,013;0,25;353,19;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,01;20,33;21,69;20,69;20,06;19,45;20,66;20,96;20,53;21,39;2,01;3,690;10,694;11,932;0,25;109,06;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,00;20,31;21,69;20,70;19,92;19,46;20,39;20,95;20,50;21,40;2,03;3,690;10,694;11,933;0,25;381,33;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,04;20,32;21,77;20,69;19,74;19,27;20,20;20,92;20,46;21,38;2,03;3,690;10,694;11,936;0,25;333,69;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,12;20,42;21,81;20,68;19,80;19,30;20,31;20,95;20,52;21,38;2,05;3,695;10,723;12,034;0,25;217,64;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,10;20,42;21,79;20,67;19,54;18,81;20,28;20,94;20,49;21,39;2,05;3,695;10,723;12,022;0,25;255,04;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,08;20,39;21,78;20,68;19,83;18,89;20,77;20,98;20,48;21,48;2,05;3,690;10,694;11,997;0,25;998,96;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
21,00;20,29;21,71;20,67;19,55;19,15;19,94;20,87;20,41;21,33;2,05;3,695;10,723;12,023;0,25;153,50;Water;Air;Polycarbonate;0,9982;0,0013;0,9969;n/a;n/a;0,00;23,6;23,9;n/a;n/a;n/a;1,00;200,000
